variable,mu_c,CI_c_lower,CI_c_upper
49,34129.32347502408,33481.021621031854,34777.62532901631
50,34160.740704399286,33493.56762277239,34827.91378602618
51,34068.942096465435,33420.90977919589,34716.974413735006
52,34099.233422579855,33443.11522385467,34755.35162130504
53,34109.74129821645,33461.649938415154,34757.83265801775
54,34097.39567246304,33459.38854336231,34735.402801563774
55,34091.43105632311,33466.76801674295,34716.094095903274
56,34110.67144861273,33475.85239059032,34745.49050663514
57,34175.95332803658,33563.61186163261,34788.294794440546
58,34162.86457336056,33557.72640149986,34768.002745221274
59,34133.48316148848,33536.40852478403,34730.55779819295
60,34166.999095219144,33564.7807591301,34769.217431308185
61,34242.48920275282,33597.84767452916,34887.13073097649
62,34248.821257032614,33595.645321025295,34901.99719303993
63,34241.539792701544,33581.01633231692,34902.06325308617
64,34201.22425870855,33533.51171671394,34868.93680070316
65,34161.327730967394,33488.767223388786,34833.888238546
66,34165.03588308529,33490.073487539754,34839.99827863083
67,34138.01526353144,33452.63447731142,34823.396049751456
68,34174.80858380478,33498.347928761286,34851.26923884827
69,34163.55638261057,33490.551745646975,34836.56101957418
70,34178.79494483654,33494.15238078673,34863.43750888635
71,34159.547438853035,33502.67058265498,34816.42429505109
72,34159.51585688463,33516.62482945747,34802.40688431181
73,34182.86989283751,33563.15807773386,34802.58170794116
74,34212.53420019894,33630.128997381726,34794.93940301616
75,34184.95195318172,33607.2851442211,34762.61876214234
76,34194.35613260242,33637.63200045704,34751.080264747805
77,34196.81909114908,33637.013900647784,34756.624281650395
78,34171.711267133614,33602.59992135166,34740.82261291555
79,34160.577850705435,33583.8108123033,34737.34488910757
80,34202.16517148853,33604.97054625493,34799.359796722114
81,34189.70932783799,33582.548721499246,34796.869934176735
82,34165.280770365745,33571.22212431386,34759.33941641763
83,34125.53492198556,33537.29850961054,34713.77133436059
84,34096.72266115358,33539.315096970575,34654.13022533659
85,34100.53550959041,33537.81165300676,34663.25936617406
86,34116.85332168528,33544.0211354739,34689.68550789666
87,34137.819908913145,33577.13154519513,34698.508272631145
88,34095.25067847468,33564.913631852054,34625.587725097306
89,34102.65269412217,33588.64941150825,34616.65597673608
90,34132.76125350928,33625.902461430516,34639.62004558804
91,34101.24790765605,33589.71870516762,34612.77711014449
92,34109.06237275518,33604.77681444336,34613.347931067015
93,34062.917877082764,33560.281597588415,34565.5541565771
94,34048.12423794202,33534.901621824625,34561.346854059404
95,34015.6709996463,33489.19288455246,34542.14911474015
96,34021.30554118504,33485.31499285368,34557.29608951639
97,34017.77745549607,33489.232217740515,34546.322693251626
98,33997.69410648284,33490.08366324346,34505.30454972223
99,34041.77680906296,33529.52513076396,34554.028487361946
100,33987.892642654435,33466.54095519874,34509.24433011013
101,33976.4735696392,33469.416157758664,34483.53098151974
102,33985.848385597434,33486.88065802711,34484.816113167755
103,34002.20664161889,33478.22314512725,34526.19013811054
104,34012.81961217495,33488.392506528086,34537.246717821814
105,33969.199931872594,33485.535130679964,34452.86473306521
106,33956.43438730858,33462.53410931758,34450.33466529957
107,33903.915451461646,33419.96601880293,34387.864884120376
108,33865.85419412318,33371.89792894285,34359.810459303495
109,33893.153385487945,33397.32222643902,34388.984544536885
110,33919.18638961513,33430.81972115765,34407.55305807262
111,33918.99582225359,33430.07035937654,34407.921285130644
112,33924.764556375594,33431.6843187488,34417.84479400239
113,33890.457456889424,33371.93218152885,34408.98273225
114,33933.66002218703,33429.724063911446,34437.5959804626
115,33992.67862480509,33466.81497411641,34518.542275493775
116,34023.47733697169,33503.97358954337,34542.98108440002
117,34001.97001163028,33481.863921275595,34522.07610198496
118,33989.972980245635,33476.74767888965,34503.19828160162
119,33967.189967526836,33445.365550364244,34489.01438468943
120,33944.765166537894,33416.49977355268,34473.03055952311
121,33927.73217813117,33406.96344698462,34448.50090927772
122,33902.80921019627,33388.691248300245,34416.92717209226
123,33942.80283187062,33429.60348413267,34456.00217960857
124,33916.59927884056,33399.22418472133,34433.97437295977
125,33918.385065394556,33390.80502939737,34445.965101391725
126,33876.92366130481,33386.55229444278,34367.295028166845
127,33847.41348014551,33374.3978193291,34320.42914096192
128,33786.976727458445,33336.54759902544,34237.40585589143
129,33764.876860537974,33289.10453818291,34240.64918289302
130,33745.19749243153,33278.76310041144,34211.63188445162
131,33762.00937072507,33289.36456799602,34234.654173454124
132,33774.912685920266,33316.306392444065,34233.51897939647
133,33765.106747683014,33334.56884322063,34195.64465214538
134,33750.44526140715,33322.48114290717,34178.40937990713
135,33729.895392941515,33297.14333524658,34162.64745063643
136,33773.9879600588,33335.80471931404,34212.17120080358
137,33762.74308602105,33325.60311444313,34199.883057598985
138,33749.124908255406,33328.52116981166,34169.728646699135
139,33769.85955988202,33328.86518779556,34210.85393196846
140,33757.05134365324,33327.500554905826,34186.60213240064
141,33753.084663193295,33319.357922363255,34186.811404023334
142,33783.77351901802,33359.68201456474,34207.86502347129
143,33767.74449613968,33352.567505814426,34182.92148646494
144,33762.83278323917,33334.397130710604,34191.26843576773
145,33762.370782185826,33319.50072267619,34205.240841695464
146,33789.36177839183,33350.197233606224,34228.52632317745
147,33750.70945143658,33313.86127002808,34187.55763284507
148,33717.10574389343,33278.761720462266,34155.44976732459
149,33687.32678024782,33259.79555761726,34114.8580028784
150,33680.6816121045,33264.89307898299,34096.470145226005
151,33687.93456285846,33263.623198124274,34112.24592759267
152,33703.561214618916,33270.72466232917,34136.39776690866
153,33707.06335248877,33288.52051197104,34125.6061930065
154,33683.72294219422,33286.07627117122,34081.36961321721
155,33681.57629958736,33257.930535056286,34105.22206411845
156,33632.50305195647,33206.68113643201,34058.32496748093
157,33642.493766967054,33212.654008970174,34072.333524963935
158,33647.046600454305,33248.762539714255,34045.330661194355
159,33670.678238962064,33272.999410373406,34068.35706755071
160,33648.29615817633,33244.877422722064,34051.71489363058
161,33685.65857582038,33301.969930376385,34069.347221264376
162,33689.52334700912,33333.74746105152,34045.2992329667
163,33704.34588658967,33353.490632851346,34055.20114032799
164,33668.44109345117,33321.14820192656,34015.73398497578
165,33659.422858326165,33342.75900410707,33976.08671254524
166,33598.69263059602,33290.70043070727,33906.68483048477
167,33590.97766540498,33292.600219919266,33889.35511089069
168,33603.87393705775,33306.92322938475,33900.824644730754
169,33600.574626008354,33291.619173877865,33909.53007813884
170,33616.87119876698,33301.10968655783,33932.63271097615
171,33638.55284092155,33310.74779035358,33966.35789148952
172,33617.577649438615,33286.13281862332,33949.02248025392
173,33615.72344590687,33281.64783425474,33949.799057559
174,33604.256326788556,33264.145835132644,33944.36681844447
175,33595.41587883206,33224.69013772637,33966.14161993773
176,33582.71789974464,33216.35680080722,33949.078998682075
177,33555.273912998244,33186.42146458585,33924.126361410636
178,33549.40159731083,33179.89066304036,33918.912531581336
179,33521.76500037176,33160.63020689051,33882.899793853
180,33548.79115027308,33174.4559126322,33923.126387913944
181,33542.52382322911,33173.42813277841,33911.619513679805
182,33539.950403173534,33164.792870878584,33915.107935468484
183,33484.26456839669,33112.76076022039,33855.768376572974
184,33518.94426506876,33156.734030690815,33881.154499446726
185,33507.73151181611,33169.747515572715,33845.7155080595
186,33487.338655686304,33142.6483568578,33832.0289545148
187,33484.525452812326,33130.82200789292,33838.22889773173
188,33472.41333516305,33143.166744329814,33801.659925996275
189,33461.837863894856,33135.831017536984,33787.84471025273
190,33472.46785295823,33150.90567440708,33794.030031509385
191,33514.669996146404,33188.59724663333,33840.742745659474
192,33509.55330575901,33163.98451308037,33855.12209843764
193,33528.931373115855,33178.17965353675,33879.68309269496
194,33554.04488170977,33207.86812366024,33900.2216397593
195,33562.31202125851,33219.09486264868,33905.52917986836
196,33548.12027685753,33229.58902264079,33866.651531074276
197,33505.283944673756,33185.69729911946,33824.87059022805
198,33488.37279527789,33169.1718105037,33807.5737800521
199,33522.98933875181,33209.51517094686,33836.463506556756
200,33531.184906960305,33219.733303902125,33842.636510018456
201,33496.662145984454,33178.06887024946,33815.25542171945
202,33461.69524454812,33149.88183694613,33773.508652150114
203,33517.839552672594,33193.07449452139,33842.6046108238
204,33477.0980149944,33161.10899093726,33793.08703905154
205,33475.54588596744,33179.43421609979,33771.65755583509
206,33509.75318812559,33190.58631097085,33828.92006528032
207,33507.50739172373,33199.50417895326,33815.510604494215
208,33497.05916169115,33201.86158543656,33792.25673794573
209,33500.77281833335,33172.08858511693,33829.457051549776
210,33490.711881461495,33153.7276971182,33827.696065804805
211,33516.86199307654,33171.188457614255,33862.53552853883
212,33512.74070295939,33170.566361515965,33854.91504440281
213,33502.406373154074,33154.155227641684,33850.65751866646
214,33475.5281222536,33099.12520298496,33851.93104152224
215,33476.50525184252,33105.90983534747,33847.1006683376
216,33482.28136470257,33122.12145194778,33842.44127745736
217,33509.50167897124,33122.899902482415,33896.10345546006
218,33475.31234109105,33126.067360957655,33824.557321224456
219,33504.85164710363,33158.17796921309,33851.52532499417
220,33542.02302847189,33207.80815742548,33876.23789951832
221,33564.28438850314,33216.688041426605,33911.880735579674
222,33587.8552654789,33226.12112933903,33949.589401618774
223,33600.99396966959,33235.272365389326,33966.715573949834
224,33553.144963181905,33180.08966910572,33926.200257258104
225,33577.00606027361,33194.10944890191,33959.90267164533
226,33579.826640709,33190.0262540002,33969.62702741781
227,33558.16372270854,33165.99682778024,33950.330617636835
228,33528.77845462904,33118.56081515983,33938.99609409824
229,33529.809679437465,33108.61098343728,33951.008375437654
230,33534.22334935523,33093.51934942655,33974.927349283906
231,33542.62062463188,33112.82236245113,33972.41888681262
232,33580.175432537806,33162.95309273826,33997.39777233737
233,33534.77096954641,33126.865780993416,33942.676158099384
234,33597.81979941554,33198.28016820664,33997.359430624456
235,33583.232766407324,33189.99481027373,33976.470722540915
236,33609.07233393626,33202.48768172427,34015.65698614825
237,33635.85588235938,33231.93121759196,34039.78054712679
238,33710.26384814795,33310.96099826685,34109.566698029055
239,33764.47660107166,33378.26430932654,34150.68889281677
240,33787.29116194588,33388.72744610475,34185.854877787
241,33739.87228904848,33329.10785784693,34150.636720250026
242,33765.59206969812,33347.52900779618,34183.655131600055
243,33744.134516729064,33357.56723026559,34130.70180319254
244,33750.37586736588,33360.07033533785,34140.681399393914
245,33772.71827626793,33392.9682557072,34152.46829682866
246,33757.3983570914,33368.560191472025,34146.23652271077
247,33769.17581300397,33350.59160720245,34187.7600188055
248,33782.38382386203,33343.08933343855,34221.67831428551
249,33794.583372484936,33350.43853747339,34238.72820749648
250,33849.75997623185,33389.11836321487,34310.40158924882
251,33787.75181273549,33337.745641539004,34237.757983931995
252,33779.9684155418,33337.61545288146,34222.32137820214
253,33810.93092807886,33382.11751936846,34239.744336789256
254,33826.60844901749,33387.08097187276,34266.13592616222
255,33813.84189073092,33388.58462182866,34239.09915963317
256,33849.181100015914,33422.08219850427,34276.28000152756
257,33848.17068221507,33414.76538472937,34281.57597970078
258,33807.63973422994,33365.85726448554,34249.422203974354
259,33755.757463397094,33352.441998321294,34159.072928472895
260,33773.24056969362,33360.253669590704,34186.22746979653
261,33783.84147483037,33370.24892477712,34197.43402488363
262,33754.94968866722,33366.83258058199,34143.06679675245
263,33774.03002942066,33400.61108076896,34147.448978072345
264,33775.91448981224,33417.755952350926,34134.07302727357
265,33788.14930587138,33440.88061064318,34135.418001099584
266,33809.07541744163,33470.25632238176,34147.89451250151
267,33807.55926704554,33458.82281944386,34156.29571464721
268,33826.694693647674,33473.58496839722,34179.804418898144
269,33810.31537207334,33446.28059254418,34174.3501516025
270,33757.91254280003,33388.00111740239,34127.82396819766
271,33729.249977655265,33375.05886465667,34083.44109065385
272,33711.84945745095,33348.03880465703,34075.66011024488
273,33735.832894379906,33371.57849992775,34100.087288832074
274,33724.95075511231,33364.83132792226,34085.07018230236
275,33749.462317501195,33422.75657633246,34076.16805866993
276,33820.58073779675,33465.795354880094,34175.36612071342
277,33824.65581555843,33449.63557194146,34199.6760591754
278,33771.959305114666,33391.78237816837,34152.13623206098
279,33749.52904395824,33365.0637088792,34133.99437903726
280,33819.39924145023,33425.11091473531,34213.68756816514
281,33809.19062216982,33405.53952813901,34212.84171620062
282,33790.788579334374,33378.34238985376,34203.23476881499
283,33788.08027640443,33367.0780828032,34209.082470005655
284,33811.37484599786,33395.885110808216,34226.8645811875
285,33810.02532977089,33393.13163524872,34226.91902429308
286,33786.173906740645,33362.59366828888,34209.7541451924
287,33780.47249750702,33351.23599167394,34209.70900334009
288,33820.790746080056,33379.915467788574,34261.66602437155
289,33840.6626326617,33394.55276704432,34286.77249827906
290,33848.12428295691,33394.21082672007,34302.03773919375
291,33916.5747036662,33477.54877730094,34355.60063003145
292,33946.3380946123,33518.49152952934,34374.18465969526
293,33913.485173074034,33486.4022361168,34340.568110031265
294,33894.809089574585,33469.23878713739,34320.37939201178
295,33892.726597449364,33469.925179444996,34315.52801545373
296,33942.84434413448,33500.89264911058,34384.79603915839
297,33952.4926140667,33492.246711803724,34412.73851632968
298,33925.00869387634,33480.35615648336,34369.661231269325
299,33934.65283498142,33493.877649245165,34375.42802071767
300,33922.17146278013,33484.399515720404,34359.943409839834
301,33898.98113585322,33487.343261852984,34310.61900985345
302,33899.33415692769,33476.5431553177,34322.125158537696
303,33898.923279254996,33479.88426157802,34317.96229693198
304,33918.00102718207,33471.19420708591,34364.807847278236
305,33884.81434625865,33424.34502717936,34345.28366533794
306,33872.532839712556,33415.362593425845,34329.70308599927
307,33843.20246875264,33380.41822831533,34305.98670918996
308,33855.53754400501,33408.6935742831,34302.38151372693
309,33841.68949855756,33385.12770729622,34298.25128981888
310,33820.16499872743,33361.06047644097,34279.2695210139
311,33813.49009377228,33342.822521923066,34284.15766562149
312,33823.50139993103,33362.75482116009,34284.24797870196
313,33812.12686822306,33331.42408728963,34292.82964915648
314,33813.99424324652,33337.84827645884,34290.140210034195
315,33798.79496049788,33336.829629274966,34260.76029172079
316,33805.329942857374,33345.543873950584,34265.11601176416
317,33769.34666077536,33319.44859660975,34219.24472494095
318,33777.079537796315,33322.295630360524,34231.86344523212
319,33764.30720245345,33315.28085233438,34213.33355257252
320,33739.54348138234,33287.037712325146,34192.04925043953
321,33739.13903988989,33307.852706271566,34170.425373508195
322,33744.12287688677,33276.72479564981,34211.52095812371
323,33780.4258077116,33315.30098717829,34245.55062824493
324,33791.84755159469,33334.47336415429,34249.22173903509
325,33788.06911815953,33336.40203310809,34239.736203210974
326,33776.235780658484,33297.245693431054,34255.225867885914
327,33735.89338739504,33245.288507629666,34226.498267160394
328,33768.922286848734,33281.603633750856,34256.2409399466
329,33690.71252986234,33168.62711882468,34212.7979409
330,33705.79900738681,33212.11823147669,34199.479783296934
331,33699.98880151556,33201.40845287346,34198.56915015766
332,33660.83348335272,33171.25881353882,34150.408153166616
333,33694.84734024991,33219.52440494695,34170.17027555287
334,33719.38605564115,33243.29762875021,34195.474482532096
335,33706.86882839784,33251.97521274333,34161.76244405235
336,33680.257452331156,33230.131700032965,34130.38320462936
337,33699.618987836206,33261.419573434076,34137.81840223835
338,33697.52344451953,33256.659073534036,34138.387815505026
339,33662.54006730412,33228.51116177684,34096.56897283142
340,33683.884232922755,33236.91353311802,34130.8549327275
341,33769.204032031186,33327.3188096743,34211.089254388055
342,33739.344963136464,33316.80912336326,34161.88080290967
343,33727.073178658124,33310.98029069163,34143.16606662462
344,33719.40830668751,33326.34547294309,34112.471140431946
345,33775.63961850606,33403.78876765894,34147.49046935318
346,33788.304135196195,33425.92126653786,34150.68700385452
347,33839.7584914794,33498.59081356976,34180.92616938904
348,33866.19785310424,33509.49617241555,34222.89953379293
349,33833.16955613508,33463.80609202218,34202.533020247974
350,33856.28072970772,33493.756201783784,34218.80525763165
351,33845.88493635922,33479.16163837429,34212.608234344145
352,33812.48622007454,33440.87360038186,34184.09883976722
353,33815.206002596045,33447.876871621644,34182.53513357045
354,33770.72869055427,33394.98663491191,34146.47074619663
355,33768.64571196624,33402.623938815654,34134.66748511682
356,33757.32447023852,33384.08589747494,34130.5630430021
357,33694.79311364629,33306.55061637107,34083.035610921506
358,33714.21937652634,33327.58606184105,34100.85269121162
359,33744.64844469885,33379.64702557138,34109.649863826315
360,33760.43882554614,33370.993462876206,34149.88418821607
361,33814.91139598679,33418.59691817672,34211.22587379687
362,33802.41908448034,33398.0307089008,34206.80746005989
363,33746.937243837485,33346.08242584644,34147.79206182853
364,33754.66970526983,33373.49071910012,34135.84869143954
365,33767.67445562288,33378.63255717334,34156.71635407242
366,33797.846136192566,33386.626138144115,34209.06613424103
367,33866.94725861625,33454.22252983725,34279.67198739527
368,33881.34307401754,33466.11667883801,34296.56946919707
369,33877.31515186952,33473.75194483825,34280.878358900794
370,33866.1970231301,33464.649788037015,34267.744258223174
371,33886.39802165043,33501.44511613964,34271.35092716121
372,33872.86277136783,33491.66503353832,34254.060509197356
373,33885.815897188644,33502.48609912295,34269.14569525434
374,33892.44630535216,33512.45772419465,34272.43488650967
375,33910.82530275949,33547.58101138138,34274.0695941376
376,33864.811122745654,33486.370302230585,34243.25194326072
377,33864.2579978517,33489.13869400206,34239.37730170133
378,33845.49120187742,33465.19824206978,34225.78416168506
379,33828.14317823909,33455.59447990458,34200.691876573575
380,33914.536677528224,33525.16080114745,34303.912553908995
381,33977.863602263125,33603.71530217056,34352.011902355676
382,34010.33115269013,33649.31966739735,34371.34263798291
383,34010.92934326705,33651.039688086574,34370.81899844753
384,34016.22759187558,33670.06059977329,34362.394583977875
385,34004.71269574686,33682.90749350466,34326.51789798904
386,34005.763379418095,33698.66187337408,34312.864885462106
387,34033.4311701893,33727.121675007715,34339.74066537089
388,34050.166574306386,33727.58225129266,34372.75089732011
389,34032.0800923525,33689.089938315716,34375.07024638929
390,34029.07782747969,33676.72977440164,34381.42588055774
391,34045.575322872195,33656.70266197751,34434.44798376686
392,34026.40898803917,33639.154386674236,34413.6635894041
393,34011.24923777013,33631.13912022151,34391.359355318746
394,34040.11548883171,33650.894176966016,34429.336800697405
395,34006.09233813887,33630.279255192494,34381.90542108526
396,34042.94667725897,33686.92233565825,34398.97101885971
397,34065.60364965332,33698.23392116287,34432.97337814377
398,34063.53595980715,33699.65261602735,34427.419303586954
399,34029.37498940415,33674.14597109426,34384.60400771402
400,34008.5458405625,33659.589702755504,34357.50197836952
401,33996.78789891396,33652.07687940396,34341.49891842395
402,33968.56804955107,33606.77280953367,34330.36328956848
403,33953.29973727087,33595.586552099594,34311.01292244216
404,34000.27122166434,33645.14266523505,34355.39977809363
405,33990.34096685886,33642.238100285715,34338.443833432
406,33975.111683876254,33627.420446770535,34322.80292098197
407,33949.02885598527,33576.715367739904,34321.34234423065
408,33992.52432725985,33593.079530535906,34391.9691239838
409,33989.17898478001,33587.639169261834,34390.718800298186
410,33970.196668908,33544.28360260562,34396.10973521038
411,33978.4893285128,33535.264386638504,34421.71427038711
412,33995.3589915813,33551.204619650605,34439.51336351199
413,33974.60278074433,33507.65866390399,34441.546897584674
414,34016.86511962977,33521.018165647416,34512.71207361213
415,33992.25024935667,33483.40418975621,34501.09630895713
416,34007.94124000711,33510.387018199566,34505.49546181464
417,34041.555805797834,33570.298777007934,34512.812834587734
418,34064.66753007556,33599.50140559982,34529.8336545513
419,34099.01124615064,33641.96961667085,34556.052875630434
420,34109.76946300191,33662.38364678155,34557.15527922227
421,34136.33972240128,33691.23605313888,34581.443391663684
422,34162.370254927744,33719.825266394924,34604.91524346058
423,34166.37024789008,33730.26317600139,34602.47731977876
424,34180.21333196525,33720.26583072307,34640.16083320745
425,34147.62325646454,33707.59057616655,34587.655936762545
426,34126.4354458725,33687.659733466324,34565.211158278675
427,34139.617221985005,33694.91101698096,34584.32342698905
428,34168.8864364214,33703.15460890069,34634.61826394212
429,34151.284791076265,33685.77138777165,34616.79819438089
430,34117.652663270965,33649.818292358614,34585.4870341833
431,34094.963277891184,33605.5084111947,34584.41814458767
432,34090.65160261854,33591.86961698347,34589.433588253596
433,34030.24598045085,33537.34766874089,34523.14429216082
434,34028.35848947461,33542.028769653945,34514.68820929527
435,34004.25846757644,33524.50699183082,34484.00994332205
436,34023.67565252353,33546.419662741,34500.93164230605
437,34042.63350048262,33570.31929529213,34514.947705673105
438,34034.75537063156,33553.46863584306,34516.04210542004
439,34066.82799422207,33570.366415733966,34563.28957271016
440,34100.75299047108,33608.560401362156,34592.94557958001
441,34108.98238639707,33594.76751448767,34623.19725830646
442,34055.45111514322,33526.149809084505,34584.75242120194
443,34048.81295100073,33535.150006784796,34562.47589521666
444,34099.91340383481,33603.48689776106,34596.339909908565
445,34071.693251985045,33578.67383055381,34564.71267341627
446,34030.36555774094,33526.901626323604,34533.82948915827
447,34022.00241508423,33516.86842874468,34527.13640142378
448,33994.6224454645,33482.60332996119,34506.64156096782
449,34023.69577821662,33540.84333102089,34506.54822541235
450,33986.55542623858,33496.46279313269,34476.648059344465
451,33949.23649446222,33453.97643257577,34444.49655634868
452,33916.86366988194,33418.94235736284,34414.784982401055
453,33922.960952316746,33414.08006814242,34431.84183649107
454,33945.903215552506,33436.255702950846,34455.550728154165
455,33962.955880401954,33479.82147393367,34446.09028687024
456,33952.99335908606,33466.20125959348,34439.78545857864
457,33974.446643860436,33499.03716810793,34449.85611961296
458,33958.19522511895,33498.519444094396,34417.87100614352
459,33933.66145101799,33486.487840833135,34380.83506120285
460,33872.79358365113,33442.236329083134,34303.35083821913
461,33907.28583773431,33483.332966647235,34331.23870882138
462,33910.227158653266,33471.57940139068,34348.874915915854
463,33865.73564694939,33446.67386758196,34284.79742631682
464,33855.55027128534,33438.6383789221,34272.46216364858
465,33831.80627679267,33409.00567592264,34254.60687766271
466,33809.737724852814,33400.984720892266,34218.49072881336
467,33823.785481578845,33430.60142348351,34216.96953967418
468,33837.74477228106,33444.94686154522,34230.5426830169
469,33867.305520029455,33454.53294732945,34280.078092729476
470,33867.60543297875,33452.69315280864,34282.517713148874
471,33835.86411646847,33428.290067526985,34243.43816540995
472,33864.06614282661,33477.212894961645,34250.91939069159
473,33885.125261466936,33496.42844585274,34273.82207708113
474,33931.37578458553,33554.66015140229,34308.09141776877
475,33902.91002983763,33510.718032377765,34295.10202729749
476,33931.79596893567,33553.53860828553,34310.053329585826
477,33940.52162828817,33572.29948028448,34308.743776291856
478,33914.75701608746,33561.5255857731,34267.9884464018
479,33889.748470570164,33545.61320629962,34233.88373484068
480,33894.80476324093,33523.85980980142,34265.74971668044
481,33895.099651519304,33520.205886333286,34269.993416705336
482,33899.14186328484,33517.69735642888,34280.58637014081
483,33903.919248211634,33532.04080295236,34275.79769347091
484,33870.2628573628,33499.05148126623,34241.474233459376
485,33860.34380224761,33475.39125363352,34245.2963508617
486,33855.88982302242,33486.63707099582,34225.14257504902
487,33863.05081238705,33495.16429115515,34230.93733361894
488,33857.047238453786,33481.76701124488,34232.32746566269
489,33896.7742462707,33523.11801246224,34270.430480079165
490,33871.73272427357,33519.162954600055,34224.3024939471
491,33888.021411828464,33540.31249768677,34235.73032597016
492,33872.886854415265,33520.09859991049,34225.67510892004
493,33872.16783700533,33526.09899142204,34218.23668258861
494,33860.21597721384,33519.611371433944,34200.82058299372
495,33819.34500845949,33478.00382482381,34160.68619209515
496,33767.00112829004,33394.7695175671,34139.23273901297
497,33781.517634984884,33406.580477112155,34156.45479285763
498,33776.19919812523,33394.26060243254,34158.13779381793
499,33773.779808684216,33403.313681309904,34144.24593605851
500,33815.50952802635,33457.03083202402,34173.98822402866
501,33802.45307492103,33459.88746483698,34145.01868500508
502,33771.90214116377,33410.946291206346,34132.857991121215
503,33809.04201539675,33436.61340472234,34181.47062607116
504,33773.71312233892,33408.966928793685,34138.459315884174
505,33801.4107001703,33425.49063831592,34177.330762024685
506,33826.12290050223,33440.004040024054,34212.241760980396
507,33766.98940379559,33380.245170952476,34153.7336366387
508,33741.37216247638,33365.82801977378,34116.91630517898
509,33740.179506194865,33334.30048126594,34146.05853112379
510,33734.95234592727,33354.4622657448,34115.44242610975
511,33744.209842770564,33338.71811724486,34149.70156829627
512,33743.239660768886,33337.078520815354,34149.40080072242
513,33773.2107428458,33365.67282381698,34180.74866187461
514,33744.84145889426,33358.33240413599,34131.35051365252
515,33762.85572130562,33382.00862350006,34143.702819111175
516,33793.56982456787,33409.47025354738,34177.66939558835
517,33764.231091521804,33395.347190736466,34133.11499230716
518,33754.52544189453,33386.06237075671,34122.988513032375
519,33746.37844998734,33375.62208855993,34117.13481141474
520,33751.101597282235,33391.00251102807,34111.2006835364
521,33793.00563038854,33414.253726514915,34171.757534262186
522,33787.74572026154,33388.01750929945,34187.47393122362
523,33757.03767807444,33334.71971268086,34179.35564346802
524,33732.05909501208,33320.07815438361,34144.04003564055
525,33697.688729527086,33288.23412008731,34107.14333896686
526,33681.7389694408,33266.651031432135,34096.82690744946
527,33671.83814530145,33275.307039459665,34068.369251143224
528,33689.24438355827,33284.60429376286,34093.884473353675
529,33688.61427327632,33292.15195705194,34085.076589500684
530,33665.072740950265,33294.57763008043,34035.5678518201
531,33698.00249670452,33328.67527719726,34067.32971621176
532,33693.43054226394,33331.90440795333,34054.95667657456
533,33740.34662977874,33381.637880920774,34099.0553786367
534,33738.50943490192,33354.40389857006,34122.61497123378
535,33710.302738542785,33331.52697913347,34089.0784979521
