variable,mu_c,CI_c_lower,CI_c_upper
67,33990.2405924835,33539.70953894742,34440.77164601959
68,33961.67256456025,33504.244048852306,34419.10108026821
69,33992.09565176878,33530.02376902465,34454.167534512926
70,33944.764589791244,33469.491661199245,34420.037518383244
71,33929.114481368604,33467.08264542064,34391.14631731658
72,33936.11001952844,33454.23177148912,34417.98826756777
73,33911.949959392354,33436.11003032143,34387.789888463274
74,33899.881819991635,33433.43016683705,34366.33347314622
75,33873.95756829838,33414.951881167886,34332.963255428855
76,33891.47905808087,33425.90875778237,34357.04935837939
77,33858.57619279559,33399.610333116376,34317.542052474804
78,33853.85698667522,33379.875267424155,34327.83870592629
79,33822.85264000886,33368.04550846817,34277.65977154955
80,33789.711018448375,33354.841472130945,34224.580564765805
81,33781.28046808871,33345.64238115246,34216.91855502497
82,33748.43405443612,33310.19953167811,34186.66857719414
83,33738.29170232901,33302.77824454464,34173.805160113356
84,33735.45569006181,33319.404855616034,34151.506524507604
85,33698.04749646448,33290.382295087926,34105.71269784104
86,33681.24982658799,33252.75134150614,34109.74831166983
87,33638.7131473091,33205.499403899536,34071.92689071866
88,33640.911315683225,33197.70794664008,34084.11468472638
89,33644.86458605112,33207.03666719375,34082.69250490847
90,33643.446009387444,33208.55107778012,34078.340940994756
91,33602.61812349357,33169.50429497768,34035.73195200946
92,33592.344555027514,33159.53880397052,34025.150306084506
93,33596.09521819959,33169.47736516935,34022.71307122983
94,33571.58515311265,33132.367167904355,34010.80313832094
95,33537.55874783732,33087.44876591571,33987.66872975893
96,33474.623093612696,33007.4072626804,33941.838924544994
97,33460.09807516324,33008.27762979104,33911.91852053542
98,33431.84461255858,32958.24186832045,33905.4473567967
99,33378.07735728394,32918.130922344084,33838.023792223794
100,33352.39877137506,32898.2722816752,33806.52526107492
101,33309.14252969757,32860.06681217166,33758.218247223485
102,33329.370116490005,32877.25636649352,33781.48386648649
103,33317.68474824953,32871.22216148446,33764.14733501461
104,33311.609367549194,32866.425716593054,33756.79301850535
105,33227.265853111494,32782.58801476079,33671.943691462184
106,33233.24825047009,32806.30805008783,33660.18845085235
107,33172.56295276379,32750.156579833827,33594.96932569373
108,33144.609484529035,32743.86629936104,33545.352669697015
109,33151.49423495858,32758.507293457795,33544.48117645939
110,33119.82049270638,32709.255353523145,33530.38563188961
111,33081.88104100243,32685.453329710996,33478.308752293866
112,33048.336976807586,32651.7791851385,33444.89476847665
113,33021.63400757578,32623.225881499086,33420.04213365248
114,33003.07376150825,32607.981944695362,33398.165578321146
115,32956.78791824488,32540.865285017022,33372.71055147275
116,32943.429415899845,32542.46263033291,33344.39620146676
117,32912.68323439996,32491.999165956247,33333.36730284366
118,32889.65034836697,32457.851950191947,33321.44874654198
119,32847.268652286824,32418.021020691198,33276.51628388247
120,32854.611970974816,32418.64409777681,33290.57984417283
121,32827.71451270938,32390.849869821544,33264.57915559723
122,32829.8920316935,32399.473025673502,33260.31103771349
123,32803.143865600956,32377.90865025877,33228.37908094314
124,32773.07417856208,32335.751406590243,33210.39695053391
125,32757.72870426978,32321.55073017543,33193.906678364125
126,32706.32012910907,32277.9781669185,33134.66209129962
127,32701.203209088362,32264.064259273568,33138.34215890316
128,32667.667026894767,32208.26628738091,33127.06776640863
129,32656.12225853703,32199.038651628212,33113.205865445845
130,32651.83612264286,32177.315157914134,33126.35708737158
131,32662.595742196776,32205.17299057111,33120.01849382244
132,32664.40568134567,32208.993610126938,33119.8177525644
133,32643.8221621197,32191.17775781819,33096.466566421215
134,32629.66456494217,32182.92798552699,33076.401144357354
135,32614.306841702786,32171.485475652036,33057.128207753536
136,32571.719864173374,32134.96570590196,33008.47402244478
137,32571.65759001368,32144.52177736775,32998.79340265961
138,32533.193599592523,32107.361819345722,32959.025379839324
139,32479.289833923434,32057.609484624772,32900.97018322209
140,32458.971406877543,32054.3939846976,32863.54882905747
141,32420.59913574193,32026.738802411146,32814.45946907271
142,32407.755388458198,32018.940257171656,32796.57051974473
143,32404.701797615893,32014.66566946524,32794.737925766545
144,32354.095292046146,31964.356630094153,32743.83395399814
145,32291.229721244545,31869.564616117645,32712.894826371437
146,32271.17843638579,31853.38946161247,32688.967411159112
147,32273.77456724575,31857.016222230297,32690.532912261195
148,32260.855507241562,31837.592073800453,32684.11894068267
149,32253.589191869367,31815.549930778285,32691.62845296045
150,32241.077335090435,31801.96251216201,32680.192158018854
151,32202.116303128525,31765.975906922835,32638.256699334223
152,32180.979960772424,31749.029793499514,32612.930128045333
153,32164.738229875948,31734.88135950119,32594.595100250706
154,32174.573479460683,31731.395490871135,32617.75146805023
155,32170.938627392417,31738.068654930223,32603.808599854612
156,32149.767939373607,31705.370193489623,32594.165685257583
157,32149.662636147183,31711.15706719919,32588.168205095168
158,32104.711119828346,31674.391370946523,32535.030868710168
159,32092.700768282964,31665.876882004704,32519.52465456123
160,32074.249714646794,31645.644005810034,32502.855423483554
161,32041.532026544133,31609.52913548699,32473.534917601268
162,32031.99827102222,31604.57039180648,32459.42615023795
163,32004.286626395162,31592.115752043992,32416.45750074633
164,31977.61939663044,31567.41949285459,32387.819300406292
165,31957.945846077087,31561.150098318965,32354.74159383521
166,31920.42207897592,31520.91955546331,32319.92460248853
167,31909.201216628408,31517.78061851189,32300.621814744933
168,31873.589742871653,31457.795913102873,32289.383572640425
169,31819.200300937446,31406.341988300286,32232.058613574605
170,31786.82778054064,31361.4848725224,32212.17068855888
171,31781.045599974066,31353.006573982366,32209.084625965766
172,31761.538535086816,31342.023108720983,32181.053961452642
173,31742.82452169582,31326.46846849046,32159.180574901173
174,31708.16852666399,31289.30531635963,32127.03173696835
175,31679.33221746064,31271.47087948915,32087.19355543214
176,31635.807743558915,31226.343329385072,32045.272157732757
177,31621.525343746245,31219.29340411372,32023.75728337877
178,31557.7443758185,31147.54199514604,31967.946756490954
179,31507.62976722227,31089.257857127006,31926.001677317538
180,31496.0274245283,31082.46925265503,31909.58559640157
181,31485.01160784793,31072.562814676658,31897.4604010192
182,31467.979436940706,31060.47846616119,31875.48040772023
183,31438.549264475772,31031.965395926643,31845.1331330249
184,31396.185760662058,30970.80414300912,31821.567378314994
185,31381.507352755714,30964.934556178705,31798.080149332716
186,31350.137666602623,30936.46971381736,31763.805619387877
187,31338.522813366122,30921.163870962286,31755.881755769966
188,31323.018091747294,30901.826485391703,31744.209698102884
189,31302.13257259619,30889.376381846963,31714.88876334541
190,31271.504666988152,30869.29799377843,31673.711340197875
191,31210.04066639669,30820.240472902344,31599.840859891036
192,31182.633720138016,30795.559812100102,31569.70762817593
193,31170.01319109663,30780.48034044034,31559.54604175292
194,31121.668993296746,30736.195888412632,31507.142098180866
195,31092.209337896227,30697.43845241867,31486.98022337379
196,31056.08632419543,30648.694761270483,31463.477887120374
197,31035.19875401954,30627.82322112215,31442.57428691693
198,30994.925151075222,30589.72134157939,31400.128960571055
199,30963.172346517975,30562.013502649792,31364.33119038615
200,30952.806791437863,30553.92214364047,31351.69143923527
201,30931.32872171265,30531.536576964092,31331.12086646122
202,30923.792078781953,30526.151535323796,31321.43262224011
203,30904.00461374741,30513.28948924973,31294.719738245094
204,30890.165768600524,30499.58030714975,31280.751230051304
205,30832.713902907777,30458.24473087196,31207.183074943594
206,30820.359010943095,30445.6366837571,31195.08133812909
207,30757.52506137587,30394.801908291123,31120.248214460622
208,30681.93135781765,30304.303678591696,31059.559037043615
209,30628.18493791188,30221.09942450442,31035.27045131934
210,30583.39773920329,30162.95197908076,31003.843499325827
211,30544.56341816554,30132.78126578142,30956.34557054966
212,30502.96204165191,30092.7474068931,30913.17667641072
213,30475.266296402235,30063.24237335672,30887.29021944775
214,30451.03779544296,30043.948797716545,30858.12679316937
215,30433.356702690846,30026.86476359203,30839.848641789667
216,30427.692597634155,30016.91097631386,30838.47421895446
217,30415.21740956736,30006.19336451955,30824.24145461519
218,30398.521346347305,29994.29606013764,30802.746632556977
219,30370.74116625649,29962.238155113202,30779.244177399774
220,30311.19826220783,29898.459179046426,30723.93734536923
221,30297.098229858882,29888.346211150583,30705.85024856719
222,30287.856536736377,29885.478267799524,30690.234805673237
223,30261.817173579177,29866.29324569142,30657.34110146694
224,30215.23055405095,29817.249443756577,30613.211664345326
225,30153.38448593919,29739.72575924766,30567.04321263072
226,30105.68075609205,29703.327524523353,30508.033987660747
227,30088.044949965693,29687.037329970193,30489.0525699612
228,30079.171444574196,29673.714392761845,30484.628496386547
229,30042.758485705577,29632.429073896015,30453.087897515146
230,30013.997676925053,29604.155702191718,30423.839651658396
231,29999.019044136596,29594.392645482447,30403.645442790737
232,30001.58160895115,29600.203356612532,30402.959861289783
233,29977.220173457703,29568.765957965807,30385.674388949592
234,29944.020174044144,29545.198750365525,30342.841597722763
235,29910.298652215966,29525.693283233068,30294.904021198858
236,29884.283428750143,29506.043924704452,30262.522932795833
237,29873.438344270446,29500.64195737696,30246.23473116394
238,29853.770217062225,29484.817635723124,30222.722798401333
239,29814.104047322697,29444.535189106704,30183.67290553869
240,29786.390934510895,29405.030637049058,30167.751231972725
241,29753.61339100683,29383.207878408728,30124.018903604927
242,29749.967020091117,29369.279551920958,30130.65448826127
243,29741.325871854926,29369.53422437815,30113.117519331696
244,29711.538592397632,29335.399078341965,30087.678106453306
245,29704.70674317564,29326.815622337424,30082.597864013864
246,29690.013641151294,29307.420342479592,30072.606939822996
247,29634.18520821139,29257.586279904026,30010.784136518763
248,29611.0008082668,29236.975423370608,29985.02619316299
249,29604.350562780517,29229.497802212103,29979.203323348924
250,29568.892688095868,29188.923610899343,29948.861765292393
251,29545.583654674607,29166.118884448588,29925.04842490062
252,29520.651050284872,29143.862665889796,29897.43943467994
253,29510.617203112306,29130.23123393688,29891.003172287732
254,29488.93059983215,29104.84416197689,29873.017037687412
255,29458.234218293535,29069.003986624208,29847.464449962856
256,29453.995383323294,29066.224300042362,29841.76646660422
257,29441.537717529718,29058.6360386686,29824.43939639083
258,29419.368168890127,29042.235475911046,29796.500861869215
259,29394.494937285697,29022.317934438735,29766.67194013265
260,29388.226658075087,29018.442767433375,29758.0105487168
261,29361.047974735193,28989.692462090323,29732.403487380063
262,29350.05215076049,28979.56103479308,29720.54326672789
263,29309.696115015784,28953.002751035,29666.38947899656
264,29301.299967051964,28932.830376576243,29669.769557527678
265,29293.481186843266,28919.149291624562,29667.81308206197
266,29264.720683677697,28875.213903804633,29654.22746355076
267,29241.007485642334,28844.726403078013,29637.288568206663
268,29178.894499691974,28785.94778093727,29571.841218446672
269,29155.629613529723,28747.36702274686,29563.892204312586
270,29139.101557535767,28724.359054692428,29553.844060379113
271,29110.438325257575,28696.20872606523,29524.66792444992
272,29063.800050756436,28640.8224650095,29486.77763650337
273,29038.70300001683,28613.219597329622,29464.18640270404
274,29010.442219614706,28584.73155678704,29436.152882442373
275,29001.79878201982,28579.870700178788,29423.726863860855
276,28961.078955647765,28532.022475741232,29390.135435554297
277,28939.856209693986,28515.87994600633,29363.83247338164
278,28885.29941659581,28453.279901860747,29317.31893133087
279,28864.930542103608,28418.13017422871,29311.730909978498
280,28855.62087811617,28405.133388554128,29306.108367678204
281,28858.98753013619,28405.815139005514,29312.15992126686
282,28856.255954532942,28398.121329815087,29314.39057925079
283,28845.684274950687,28394.032459612336,29297.336090289038
284,28821.02525273236,28379.189909665613,29262.86059579911
285,28812.380502661053,28368.19940589299,29256.561599429126
286,28759.088545186485,28321.718517170026,29196.458573202937
287,28723.864280599402,28290.321419316755,29157.407141882057
288,28708.958171463368,28281.110235723634,29136.8061072031
289,28690.228876301382,28269.69299613804,29110.764756464716
290,28666.9026665764,28249.607588490024,29084.197744662782
291,28630.820934001884,28210.36147206714,29051.280395936636
292,28627.947332724427,28209.9306198451,29045.964045603752
293,28592.126421695815,28180.285198286514,29003.967645105124
294,28574.5757095398,28159.739556584118,28989.41186249549
295,28545.202859511286,28123.611888910145,28966.793830112427
296,28524.73571498789,28099.414343669454,28950.057086306322
297,28498.568074254632,28073.127805124004,28924.00834338526
298,28470.307153066402,28042.00339805922,28898.6109080736
299,28428.175513066497,27967.806693194223,28888.544332938778
300,28426.63213256387,27967.997214600473,28885.26705052727
301,28400.85827159215,27952.722524990866,28848.994018193436
302,28385.51203057264,27933.018749953422,28838.005311191868
303,28382.033641824975,27927.11134467941,28836.955938970532
304,28351.968046973234,27892.120279059774,28811.815814886693
305,28327.9494383022,27860.116478294123,28795.782398310268
306,28306.6205736537,27852.885014916534,28760.35613239087
307,28259.58449964064,27805.185523510223,28713.983475771067
308,28235.404348688375,27775.270483368306,28695.538214008444
309,28217.231560116863,27765.48314573754,28668.97997449618
310,28181.91079433092,27727.62946877402,28636.192119887823
311,28168.6689656281,27710.759940784286,28626.577990471917
312,28153.162791256273,27701.78544297009,28604.540139542456
313,28138.53297626318,27687.775033831418,28589.29091869495
314,28109.37191600102,27663.091837400058,28555.65199460198
315,28098.821273443475,27650.972181245303,28546.670365641654
316,28049.80509039029,27596.555045826153,28503.05513495443
317,28044.44045536444,27589.511652376008,28499.369258352875
318,28019.665164384773,27562.919253450124,28476.41107531942
319,27995.114749826953,27546.16168564948,28444.067814004433
320,27977.678929901987,27531.93696994036,28423.42088986362
321,27935.90913588952,27502.565081592784,28369.253190186264
322,27901.92926327857,27475.403979266688,28328.454547290457
323,27880.649389377744,27460.003628797956,28301.295149957532
324,27866.35548877387,27448.192011330284,28284.51896621746
325,27849.239163715254,27431.17324291143,28267.305084519085
326,27833.419613591963,27406.051900197373,28260.787326986545
327,27826.559436903364,27402.11313255915,28251.00574124758
328,27802.69167278064,27382.286602287713,28223.09674327357
329,27794.556182370914,27372.269098684374,28216.843266057454
330,27771.09291929363,27350.039543537318,28192.146295049944
331,27756.80289390821,27333.35568653613,28180.25010128029
332,27740.54412934622,27312.181101492075,28168.907157200367
333,27714.908662758167,27292.145348925464,28137.671976590864
334,27701.83462866086,27278.46806754113,28125.2011897806
335,27684.769321018222,27259.191061047924,28110.347580988513
336,27671.513041612623,27248.208383406178,28094.81769981906
337,27641.176387062947,27220.993454611555,28061.359319514333
338,27641.700381127048,27222.806808830763,28060.593953423326
339,27629.000682873553,27205.06293499714,28052.93843074996
340,27624.551750975726,27202.563525695055,28046.539976256397
341,27609.243638358428,27181.497919037574,28036.989357679282
342,27579.89216316312,27139.44659082469,28020.337735501536
343,27556.784880427902,27119.32441469707,27994.24534615873
344,27525.51099101022,27099.67825676677,27951.343725253668
345,27515.589393015278,27087.555722923524,27943.623063107032
346,27498.978823314992,27068.607259124652,27929.350387505325
347,27467.62796865551,27036.91372949258,27898.34220781845
348,27455.133938685856,27025.2950286961,27884.97284867563
349,27434.617858958205,27006.956026730317,27862.279691186086
350,27428.230230893616,27001.549001081432,27854.9114607058
351,27409.889550022268,26986.19013468516,27833.588965359377
352,27369.216497890127,26941.902676979524,27796.530318800724
353,27323.335622006336,26897.45287581422,27749.218368198453
354,27317.558862477046,26890.52076550753,27744.596959446564
355,27293.07766229551,26868.151961697968,27718.00336289305
356,27272.30216546155,26854.659466330177,27689.944864592933
357,27247.117878049266,26828.428995339753,27665.806760758787
358,27223.690524018504,26808.070687284613,27639.310360752395
359,27209.225711263196,26793.41724756595,27625.034174960434
360,27201.162229499863,26783.20017140409,27619.12428759563
361,27168.599067407333,26738.8268135978,27598.37132121686
362,27135.575970258,26695.151053578502,27576.00088693749
363,27125.27214724918,26688.400513461867,27562.143781036484
364,27092.967313669058,26652.35355942429,27533.58106791382
365,27054.782271066393,26620.542335902697,27489.02220623008
366,27043.18367434953,26611.49626241946,27474.871086279592
367,27037.384392180356,26607.25195542833,27467.51682893238
368,27034.144816170658,26607.02729328662,27461.262339054694
369,27010.932426105577,26590.547259135914,27431.317593075233
370,26984.923208177544,26567.494612525126,27402.351803829963
371,26965.0203375348,26538.29872535663,27391.741949712967
372,26952.111153792088,26525.610657038844,27378.611650545332
373,26941.106944843865,26516.043971548956,27366.16991813878
374,26918.462142784323,26487.93079531354,27348.993490255114
375,26905.9804123207,26473.52594324037,27338.434881401045
376,26891.671447010725,26452.3900509497,27330.95284307175
377,26876.19756828559,26428.896228577483,27323.4989079937
378,26836.6910103134,26394.215891787473,27279.166128839326
379,26820.84173749647,26384.864756494688,27256.818718498267
380,26800.89131879172,26372.061254945547,27229.721382637887
381,26792.90531433732,26365.311898217395,27220.49873045724
382,26775.016940777725,26340.11032048522,27209.923561070224
383,26750.36408440822,26307.735578844917,27192.99258997152
384,26743.73835034484,26301.229414566977,27186.247286122703
385,26716.422891917784,26278.08037151882,27154.765412316756
386,26707.386733173087,26267.296061492278,27147.477404853897
387,26693.39666822173,26247.20284542486,27139.590491018596
388,26650.827924411802,26194.938068078573,27106.717780745024
389,26631.6891244614,26182.627109063167,27080.75113985965
390,26625.03595072407,26177.044665300527,27073.027236147616
391,26612.778422150663,26163.6010365126,27061.955807788734
392,26579.293703002477,26133.020361168245,27025.56704483671
393,26555.73683531063,26104.935904104947,27006.537766516325
394,26540.63208650944,26091.3570934003,26989.90707961859
395,26518.74499060162,26070.19898377377,26967.290997429467
396,26496.501068485457,26057.925988835836,26935.076148135086
397,26479.39603559416,26049.063232964716,26909.728838223604
398,26462.42708896177,26019.88298938856,26904.971188534986
399,26431.248053082687,25996.05851539467,26866.437590770696
400,26400.68487938255,25957.97997727128,26843.389781493817
401,26396.14594245097,25953.988014145452,26838.303870756496
402,26375.937966017274,25936.81449331264,26815.061438721918
403,26376.527343600243,25937.568693538855,26815.485993661638
404,26358.914725254235,25911.90655954322,26805.922890965245
405,26312.947339224826,25872.847302305818,26753.047376143833
406,26297.88740185235,25855.048000210838,26740.72680349386
407,26271.488765790004,25817.769753353285,26725.207778226708
408,26245.039154817103,25791.108651514463,26698.969658119742
409,26227.563776232244,25779.91287980697,26675.21467265752
410,26190.710300788516,25730.826423581304,26650.59417799573
411,26177.86883963123,25724.948950140326,26630.78872912213
412,26153.24679944545,25707.13266680758,26599.360932083317
413,26139.20426680863,25694.990972578616,26583.41756103864
414,26126.275058506173,25686.312357058334,26566.237759954027
415,26116.68453148505,25673.86958617942,26559.499476790697
416,26114.39993418081,25673.34204246022,26555.457825901398
417,26102.411937487082,25664.337906233246,26540.485968740933
418,26084.112905418686,25644.678726558883,26523.547084278503
419,26078.72976112938,25635.736884729948,26521.72263752882
420,26072.14288507645,25628.236749783533,26516.049020369373
421,26070.3733706435,25626.135204593123,26514.61153669388
422,26038.376287510047,25597.64962851251,26479.102946507577
423,26018.78340624811,25581.42786635091,26456.138946145307
424,25993.27273613929,25548.55275355411,26437.99271872447
425,25971.18024446474,25523.685814402503,26418.674674526977
426,25947.187060020635,25491.29799535477,26403.076124686508
427,25923.29648989692,25468.850018720947,26377.742961072883
428,25914.354560391144,25458.080394910143,26370.628725872146
429,25897.85792244294,25448.075086029803,26347.640758856094
430,25855.724808726496,25414.78341861956,26296.666198833438
431,25843.674150160696,25399.585435746936,26287.76286457447
432,25824.510107932903,25385.828178381158,26263.192037484656
433,25806.832533551973,25364.56092907717,26249.104138026767
434,25772.361152074784,25334.354094423197,26210.36820972637
435,25746.75395843965,25297.074158541476,26196.43375833782
436,25734.072407048072,25285.604665802384,26182.540148293745
437,25701.425250909582,25267.541012059373,26135.3094897598
438,25694.641466677724,25261.26674036655,26128.01619298889
439,25673.166507312955,25222.63182476351,26123.7011898624
440,25640.785202402632,25192.39574397029,26089.174660834982
441,25635.41372086567,25182.494953639653,26088.332488091684
442,25604.249201544397,25151.5822688016,26056.916134287192
443,25591.79049913961,25144.723277207027,26038.857721072192
444,25577.011354259015,25135.827043250254,26018.195665267784
445,25525.522636127032,25079.332771040998,25971.712501213067
446,25512.036196447247,25064.928220677026,25959.14417221746
447,25493.169049589913,25044.109663022355,25942.228436157464
448,25466.48063868644,25019.994708294642,25912.96656907824
449,25439.622150935753,24984.07694343103,25895.167358440474
450,25413.785948481094,24959.779674737358,25867.79222222483
451,25400.51072531395,24953.589847068026,25847.431603559868
452,25395.11433749924,24951.41569784753,25838.81297715094
453,25388.86416294328,24946.468825743745,25831.259500142805
454,25382.67771885138,24942.28302357524,25823.072414127513
455,25373.276623203947,24936.462117593772,25810.091128814114
456,25353.961322343446,24920.325468956387,25787.597175730505
457,25331.58168781958,24899.458402776017,25763.704972863135
458,25314.554369778085,24886.958806002964,25742.1499335532
459,25287.4327947967,24857.30362175825,25717.561967835143
460,25263.355354176594,24823.479055633376,25703.231652719813
461,25240.718907012073,24805.115014274277,25676.32279974986
462,25200.10335158576,24757.742738296438,25642.46396487508
463,25180.87973826358,24746.964029692772,25614.795446834392
464,25177.064969332216,24744.074240708484,25610.055697955948
465,25161.52741913764,24728.687246987356,25594.367591287926
466,25153.38058114461,24721.52044037501,25585.24072191421
467,25140.424645040286,24708.91660303777,25571.93268704281
468,25120.778146380002,24695.80978812599,25545.746504634022
469,25112.58095433043,24689.41322396371,25535.748684697166
470,25093.379128896486,24670.62216287363,25516.136094919355
471,25085.019974025465,24666.68686787249,25503.353080178447
472,25078.13332557622,24657.02640721393,25499.240243938508
473,25063.78320176857,24631.6959559507,25495.870447586436
474,25053.40151206687,24621.48174600347,25485.321278130272
475,25046.081530362193,24618.25507541262,25473.907985311766
476,25039.37125574294,24608.724638380012,25470.017873105866
477,25034.133984061322,24601.10800197849,25467.159966144154
478,25019.204834652995,24587.665742784484,25450.743926521507
479,25002.362699113146,24574.85539296499,25429.870005261302
480,24998.386082986013,24570.954331941088,25425.81783403094
481,24997.115699103324,24570.300610522976,25423.930787683665
482,24974.03630122483,24548.681769766452,25399.390832683217
483,24962.174229607797,24539.93983819684,25384.40862101875
484,24954.93800859146,24530.96819720774,25378.90781997518
485,24939.04062894059,24514.8253586901,25363.25589919108
486,24922.550596144974,24495.605407033003,25349.495785256946
487,24899.904805004862,24470.789012954545,25329.02059705518
488,24880.03820329477,24457.33955034414,25302.73685624541
489,24838.811772932826,24412.363159331315,25265.260386534344
490,24821.540787708174,24400.587053178784,25242.49452223758
491,24800.76340426132,24383.00935740359,25218.517451119053
492,24799.094679209782,24380.42325869354,25217.766099726025
493,24788.233461103457,24369.95306527516,25206.51385693176
494,24780.610450237677,24366.44517918678,25194.775721288574
495,24775.882802145923,24361.74736242214,25190.0182418697
496,24761.50727513964,24346.884638928514,25176.129911350774
497,24741.9792493446,24326.827336579947,25157.131162109254
498,24731.001986708463,24316.464262013196,25145.53971140373
499,24721.48409703897,24307.202384054206,25135.765810023742
500,24705.488648831953,24299.457175203846,25111.520122460068
501,24693.757814518292,24287.912092296163,25099.603536740422
502,24678.800434382647,24271.760536800648,25085.840331964646
503,24669.172884283435,24262.810534807115,25075.535233759754
504,24630.338252419104,24216.814529198804,25043.861975639404
505,24621.28702690794,24210.215724064576,25032.35832975131
506,24605.198216705237,24190.70661227022,25019.689821140262
507,24574.791460591692,24173.531182088776,24976.051739094608
508,24559.750870646607,24159.2931383556,24960.208602937608
509,24544.24264193107,24146.788167667586,24941.69711619455
510,24544.460063680377,24147.079461066118,24941.840666294644
511,24517.808453538924,24106.434599999095,24929.182307078754
512,24506.799537816594,24095.43865242196,24918.16042321123
513,24494.706389865718,24084.246415212572,24905.16636451887
514,24472.15942519007,24061.357907650246,24882.960942729896
515,24465.05042998677,24057.523714221956,24872.577145751595
516,24446.63977724274,24039.67703929898,24853.60251518651
517,24399.185609716606,23986.52608723776,24811.845132195453
518,24382.757799440657,23967.34556563948,24798.170033241833
519,24377.33055821282,23960.71325532532,24793.947861100325
520,24373.871335912816,23958.6562936537,24789.086378171938
521,24364.768845234918,23950.35624693576,24779.181443534075
522,24363.353328205594,23949.484859228152,24777.221797183036
523,24347.83275628379,23938.159414623944,24757.506097943653
524,24316.61850667754,23898.006409791175,24735.230603563912
525,24310.350734446914,23892.524180330784,24728.177288563053
526,24302.290467088897,23883.197522225844,24721.38341195195
527,24298.380093186875,23879.486216859572,24717.27396951418
528,24252.842488374878,23827.80651480959,24677.878461940167
529,24244.58985880982,23820.832812754023,24668.34690486562
530,24222.89526566812,23793.59578716522,24652.19474417102
531,24183.637722642165,23758.83645560703,24608.438989677306
532,24157.378162847686,23735.203954642147,24579.552371053225
533,24136.08131265387,23712.812009742687,24559.350615565054
534,24102.67568589857,23690.11757263769,24515.233799159447
535,24102.719085152006,23690.17806694247,24515.26010336153
